Código	Diretoria Regional	Municipio	DESIGNAÇÃO		Endereço	Nº	Complemento	Bairro  	CEP
33025347	SERRANA II	CASIMIRO DE ABREU	CE	MATARUNA	RUA PROJETADA	SNº		MATARUNA	28860000
33025150	SERRANA II	CASIMIRO DE ABREU	CE	PROFESSOR SOUZA	RUA NOSSA SENHORA APARECIDA	SNº	1º DISTRITO	PROFESSOR SOUZA	28860000
33025355	SERRANA II	CASIMIRO DE ABREU	CE	RIO DOURADO	RUA ALCIDES PIMENTEL	425		CENTRO	28860000
33025363	SERRANA II	CASIMIRO DE ABREU	CE	SANTA MARIA	PRACA AS PRIMAVERAS	60		CENTRO	28880000
33020116	SERRANA II	CORDEIRO	CIEP	145  DOUTOR OSWALDO CRUZ	PARQUE RAUL VEIGA	SNº		CENTRO	28540000
33020140	SERRANA II	CORDEIRO	CE	ANTONIO PECLY	RUA CORONEL JOSE OLIMPIO DE CARVALHO	722		SENA CAMPOS	28540000
33020205	SERRANA II	CORDEIRO	CE	CONSTANCA SOARES TEIXEIRA	RUA ANTONIO RIBEIRO DE MORAES	SNº		LAVRINHAS	28540000
33020213	SERRANA II	CORDEIRO	IE	INOCENCIO DE ANDRADE	RUA DOUTOR ADIR PINTO VAHIA DE ABREU	140		CENTRO	28540000
33142351	SERRANA II	DUAS BARRAS	CIEP	511 ALAIDE ARAUJO STORK MELLOR MARQUES	RUA ANTONIO PEREIRA DA SILVA	123	CENTRO - 2º DISTRITO	MONNERAT	28655000
33021082	SERRANA II	DUAS BARRAS	CE	ALMIRANTE PROTOGENES	AVENIDA GETULIO VARGAS	88		CENTRO	28650000
33021236	SERRANA II	DUAS BARRAS	CE	MARIA ROSA TEIXEIRA	FAZENDA DO CAMPO	SNº		ZONA RURAL	28650000
33020434	SERRANA II	MACUCO	CE	FARMACEUTICO RODOLFO ALBINO	RUA PROFESSORA MATHILDE PECANHA	100		CENTRO	28545000
33020396	SERRANA II	MACUCO	CE	JOSE CARLOS BOARETTO	RUA FRANCISCO LOPES MARTINS	418		CENTRO	28545000
33022755	SERRANA II	NOVA FRIBURGO	CIEP	123 GLAUBER ROCHA	AVENIDA GOVERNADOR ROBERTO SILVEIRA	1800		JARDIM OURO PRETO	28635000
33105022	SERRANA II	NOVA FRIBURGO	CIEP	480 PROFESSOR LUIZ CARLOS VERONESE	RUA CLARICE STORCK DOS SANTOS	SNº		CONSELHEIRO PAULINO	28635450
33021813	SERRANA II	NOVA FRIBURGO	CE	AUGUSTO SPINELLI	RUA DOM JOAO VI	157		CONEGO	28621350
33021694	SERRANA II	NOVA FRIBURGO	CE	CANADA	RUA JARDEL HOTTZ	SNº		OLARIA	28625180
33022968	SERRANA II	NOVA FRIBURGO	CE	CARLOS MARIA MARCHON	PRACA EUGENIO GUSTAVO BRUST	SNº		LUMIAR	28616020
33022275	SERRANA II	NOVA FRIBURGO	IE	DE NOVA FRIBURGO	PRACA DERMEVAL BARBOSA MOREIRA	15		CENTRO	28610160
33102090	SERRANA II	NOVA FRIBURGO	CE	DOUTOR FELICIANO COSTA	RUA ADRIANO AFFONSO NETO	30		CONSELHEIRO PAULINO	28635470
33021830	SERRANA II	NOVA FRIBURGO	CE	DOUTOR GALDINO DO VALLE FILHO	PRACA CONSELHEIRO DANTAS	SNº		CENTRO	28625000
33021848	SERRANA II	NOVA FRIBURGO	CE	DOUTOR JOAO BAZET	RUA CORONEL ZAMITH	SNº		YPU	28613560
33021864	SERRANA II	NOVA FRIBURGO	CE	DOUTOR TUFFY EL JAICK	RUA SAO PEDRO	SNº		DUAS PEDRAS	28630140
33022810	SERRANA II	NOVA FRIBURGO	CE	DOUTOR VICENTE DE MORAES	RUA ERICO COELHO	SNº		PRADO	28635080
33022569	SERRANA II	NOVA FRIBURGO	CE	EDUARDO BREDER	ESTRADA FRIBURGO X TERESOPOLIS	SNº	KM 13	CAMPO DO COELHO	28630500
33023212	SERRANA II	NOVA FRIBURGO	CE	EMILIA ROSCHEMANT	RUA HERMINIA SANTOS DA SILVA	SNº		RIOGRANDINA	28634330
33021880	SERRANA II	NOVA FRIBURGO	CE	ETELVINA SCHOTTZ	RODOVIA FRIBURGO X TERESOPOLIS	SNº	KM 03	CORREGO DANTAS	28605000
33023298	SERRANA II	NOVA FRIBURGO	CE	JOSE MARTINS DA COSTA	RUA RODRIGUES ALVES	368		SAO PEDRO DA SERRA	28616155
33021902	SERRANA II	NOVA FRIBURGO	CE	JULIO SALUSSE	RUA IZELINO MADURO	SNº		CHACARA PARAISO	28605300
33021929	SERRANA II	NOVA FRIBURGO	EE	MARCILIO DIAS	AVENIDA GEREMIAS DE MATTOS FONTES	SNº		CENTRO	28613140
33021937	SERRANA II	NOVA FRIBURGO	CE	PADRE FRANCA	ESTRADA RJ 142 VEREADOR GUILHERME EUGENIO SPITZ	SNº	KM 0,5	MURY	28615450
33021945	SERRANA II	NOVA FRIBURGO	CE	PADRE MADUREIRA	RODOVIA RIO X FRIBURGO	SNº	KM 70	DEBOSSAN	28610065
33021961	SERRANA II	NOVA FRIBURGO	CE	PROFESSOR CARLOS CORTES	RUA EUGENIO NIDECK	137		CATARCIONE	28614310
33021708	SERRANA II	NOVA FRIBURGO	CE	PROFESSOR JAMIL EL JAICK	RUA DOUTOR EUCLIDES SOLON DE PONTES	33		CENTRO	28625020
33022003	SERRANA II	NOVA FRIBURGO	CE	PROFESSORA ZELIA DOS SANTOS CORTES	RUA TERESOPOLIS	118		VILA AMELIA	28625530
33102791	SERRANA II	NOVA FRIBURGO	CEFFA CE AGRICOLA	REI ALBERTO I	ESTRADA DOS TRES PICOS	SNº		BAIXADA DE SALINAS	28601974
33173346	SERRANA II	NOVA FRIBURGO	CE	RAPHAEL LUIZ DE SIQUEIRA JACCOUD	RODOVIA RJ 150 ESTRADA JOAO HERINGER	SNº	VARGEM ALTA - 7º DISTRITO	SAO PEDRO DA SERRA	28611990
33022011	SERRANA II	NOVA FRIBURGO	CE	SALUSTIANO JOSE RIBEIRO SERAFIM	RUA CARLOS CONDACK	SNº		SAO GERALDO	28600000
33023751	SERRANA II	SANTA MARIA MADALENA	CE	BARAO DE SANTA MARIA MADALENA	RUA GWYER DE AZEVEDO	10		CENTRO	28770000
33093989	SERRANA II	SAO SEBASTIAO DO ALTO	CIEP	274 MARIA AMELIA DAFLON FERRO	RODOVIA RJ 176	SNº		SANTA IRENE	28550000
33024537	SERRANA II	SAO SEBASTIAO DO ALTO	CE	JANUARIO DE TOLEDO PIZZA	RUA AMARAL PEIXOTO	234		VALAO DO BARRO	28555000
33024480	SERRANA II	SAO SEBASTIAO DO ALTO	CE	JOSE CARDOSO DE MORAES	RUA SANTA LUZIA	75		CENTRO	28550000
33025835	SERRANA II	SILVA JARDIM	CE	SAO SEBASTIAO	RODOVIA NITEROI X MANILHA	SNº	KM 237	SILVA CUNHA	28820000
33025754	SERRANA II	SILVA JARDIM	CE	SERVULO MELLO	RUA PADRE AVILA	SNº		CENTRO	28820000
33023310	SERRANA II	SUMIDOURO	CIEP	283 MARIA AMELIA PACHECO	RUA JOSE MUNIZ DE ANDRADE	663		DUAS IRMAS	28637000
33149178	SERRANA II	SUMIDOURO	CE	CAMPINAS II 	RUA JOVENATO JOAQUIM PEREIRA	SNº	2º DISTRITO	CAMPINAS	28637000
33023328	SERRANA II	SUMIDOURO	CE	MONSENHOR IVO SANTE DONIN	RUA DA CONCEICAO	45		CENTRO	28637000
33100608	SERRANA II	TRAJANO DE MORAES	CIEP	279 PROFESSORA GUIOMAR GONCALVES NEVES	RODOVIA TRAJANO DE MORAES X SANTA MARIA MADALENA	174		CENTRO	28750000
33024758	SERRANA II	TRAJANO DE MORAES	EE	DOUTOR ELIAS	VILA DOUTOR ELIAS	SNº		VILA DOUTOR ELIAS	28750000
33024880	SERRANA II	TRAJANO DE MORAES	CE	JOSE DE MORAES SOUZA	TAPERA	SNº	4º DISTRITO	TAPERA	28767000
33025010	SERRANA II	TRAJANO DE MORAES	EE	HONESTALDA DE MORAES MARTINS	PRACA OLIVIO DOS REIS MASSENA	08	BARRA DOS PASSOS, 2º DISTRITO	VISCONDE DO IMBE	28750000
33024952	SERRANA II	TRAJANO DE MORAES	CE	JOAO DE MORAES MARTINS	RUA ANTONIA NATIVIDADE	SNº		CENTRO	28755000
33024650	SERRANA II	TRAJANO DE MORAES	CE	MARIA MARINA PINTO SILVA	PRACA NILO PECANHA	SNº		CENTRO	28750000
33105286	SERRANA II	TRAJANO DE MORAES	EE	MARIA MENDONCA	RUA MARIA MENDONCA	SNº		POVOADO DE MARIA MENDONCA	28755000
									
